1825000
1174000
894000
846000
767000
653000
1167000
1079000
1060000
1058000
741000
42000
8901000
1128000
860000
314000
2824000
1505000
1496000
1064000
501000
1852000
1845000
1195000
916000
863000
843000
800000
695000
130000
1186000
983000
907000
764000
713000
564000
470000
2910000
1125000
590000
581000
492000
203000
2314000
1396000
1164000
594000
